,Date,Country/Region,Lat,Long,Cases,Country,nuevos_infectados,tasa_contagio
5561,2020-02-07,Martinique,14.6415,-61.0242,0,Martinique,0.0,
5713,2020-02-08,Martinique,14.6415,-61.0242,0,Martinique,0.0,
5865,2020-02-09,Martinique,14.6415,-61.0242,0,Martinique,0.0,
1761,2020-02-10,Martinique,14.6415,-61.0242,0,Martinique,0.0,
1913,2020-02-11,Martinique,14.6415,-61.0242,0,Martinique,0.0,
2065,2020-02-12,Martinique,14.6415,-61.0242,0,Martinique,0.0,
2217,2020-02-13,Martinique,14.6415,-61.0242,0,Martinique,0.0,
2369,2020-02-14,Martinique,14.6415,-61.0242,0,Martinique,0.0,
2521,2020-02-15,Martinique,14.6415,-61.0242,0,Martinique,0.0,
2673,2020-02-16,Martinique,14.6415,-61.0242,0,Martinique,0.0,
2825,2020-02-17,Martinique,14.6415,-61.0242,0,Martinique,0.0,
2977,2020-02-18,Martinique,14.6415,-61.0242,0,Martinique,0.0,
3129,2020-02-19,Martinique,14.6415,-61.0242,0,Martinique,0.0,
3433,2020-02-20,Martinique,14.6415,-61.0242,0,Martinique,0.0,
3585,2020-02-21,Martinique,14.6415,-61.0242,0,Martinique,0.0,
3737,2020-02-22,Martinique,14.6415,-61.0242,0,Martinique,0.0,
3889,2020-02-23,Martinique,14.6415,-61.0242,0,Martinique,0.0,
4041,2020-02-24,Martinique,14.6415,-61.0242,0,Martinique,0.0,
4193,2020-02-25,Martinique,14.6415,-61.0242,0,Martinique,0.0,
4345,2020-02-26,Martinique,14.6415,-61.0242,0,Martinique,0.0,
4497,2020-02-27,Martinique,14.6415,-61.0242,0,Martinique,0.0,
4649,2020-02-28,Martinique,14.6415,-61.0242,0,Martinique,0.0,
4801,2020-02-29,Martinique,14.6415,-61.0242,0,Martinique,0.0,
6017,2020-03-01,Martinique,14.6415,-61.0242,0,Martinique,0.0,
7385,2020-03-02,Martinique,14.6415,-61.0242,0,Martinique,0.0,
7537,2020-03-03,Martinique,14.6415,-61.0242,0,Martinique,0.0,
7689,2020-03-04,Martinique,14.6415,-61.0242,0,Martinique,0.0,
7841,2020-03-05,Martinique,14.6415,-61.0242,0,Martinique,0.0,
7993,2020-03-06,Martinique,14.6415,-61.0242,0,Martinique,0.0,
8145,2020-03-07,Martinique,14.6415,-61.0242,2,Martinique,-1.0,-0.3333333333333333
8297,2020-03-08,Martinique,14.6415,-61.0242,2,Martinique,-1.0,-0.3333333333333333
8449,2020-03-09,Martinique,14.6415,-61.0242,2,Martinique,-1.0,-0.3333333333333333
6169,2020-03-10,Martinique,14.6415,-61.0242,2,Martinique,-3.0,-0.6
6321,2020-03-11,Martinique,14.6415,-61.0242,3,Martinique,-3.0,-0.5
6473,2020-03-12,Martinique,14.6415,-61.0242,3,Martinique,-3.0,-0.5
6625,2020-03-13,Martinique,14.6415,-61.0242,3,Martinique,-9.0,-0.75
6777,2020-03-14,Martinique,14.6415,-61.0242,9,Martinique,-9.0,-0.5
6929,2020-03-15,Martinique,14.6415,-61.0242,9,Martinique,-12.0,-0.5714285714285714
7081,2020-03-16,Martinique,14.6415,-61.0242,15,Martinique,-15.0,-0.5
7233,2020-03-17,Martinique,14.6415,-61.0242,16,Martinique,-22.0,-0.5789473684210527
90,2020-01-22,Mauritania,21.0079,10.9408,0,Mauritania,0.0,
242,2020-01-23,Mauritania,21.0079,10.9408,0,Mauritania,0.0,
394,2020-01-24,Mauritania,21.0079,10.9408,0,Mauritania,0.0,
546,2020-01-25,Mauritania,21.0079,10.9408,0,Mauritania,0.0,
698,2020-01-26,Mauritania,21.0079,10.9408,0,Mauritania,0.0,
850,2020-01-27,Mauritania,21.0079,10.9408,0,Mauritania,0.0,
1002,2020-01-28,Mauritania,21.0079,10.9408,0,Mauritania,0.0,
1154,2020-01-29,Mauritania,21.0079,10.9408,0,Mauritania,0.0,
1306,2020-01-30,Mauritania,21.0079,10.9408,0,Mauritania,0.0,
1458,2020-01-31,Mauritania,21.0079,10.9408,0,Mauritania,0.0,
1610,2020-02-01,Mauritania,21.0079,10.9408,0,Mauritania,0.0,
3282,2020-02-02,Mauritania,21.0079,10.9408,0,Mauritania,0.0,
4954,2020-02-03,Mauritania,21.0079,10.9408,0,Mauritania,0.0,
5106,2020-02-04,Mauritania,21.0079,10.9408,0,Mauritania,0.0,
5258,2020-02-05,Mauritania,21.0079,10.9408,0,Mauritania,0.0,
5410,2020-02-06,Mauritania,21.0079,10.9408,0,Mauritania,0.0,
5562,2020-02-07,Mauritania,21.0079,10.9408,0,Mauritania,0.0,
5714,2020-02-08,Mauritania,21.0079,10.9408,0,Mauritania,0.0,
5866,2020-02-09,Mauritania,21.0079,10.9408,0,Mauritania,0.0,
1762,2020-02-10,Mauritania,21.0079,10.9408,0,Mauritania,0.0,
1914,2020-02-11,Mauritania,21.0079,10.9408,0,Mauritania,0.0,
2066,2020-02-12,Mauritania,21.0079,10.9408,0,Mauritania,0.0,
2218,2020-02-13,Mauritania,21.0079,10.9408,0,Mauritania,0.0,
2370,2020-02-14,Mauritania,21.0079,10.9408,0,Mauritania,0.0,
2522,2020-02-15,Mauritania,21.0079,10.9408,0,Mauritania,0.0,
2674,2020-02-16,Mauritania,21.0079,10.9408,0,Mauritania,0.0,
2826,2020-02-17,Mauritania,21.0079,10.9408,0,Mauritania,0.0,
2978,2020-02-18,Mauritania,21.0079,10.9408,0,Mauritania,0.0,
3130,2020-02-19,Mauritania,21.0079,10.9408,0,Mauritania,0.0,
3434,2020-02-20,Mauritania,21.0079,10.9408,0,Mauritania,0.0,
3586,2020-02-21,Mauritania,21.0079,10.9408,0,Mauritania,0.0,
3738,2020-02-22,Mauritania,21.0079,10.9408,0,Mauritania,0.0,
3890,2020-02-23,Mauritania,21.0079,10.9408,0,Mauritania,0.0,
4042,2020-02-24,Mauritania,21.0079,10.9408,0,Mauritania,0.0,
4194,2020-02-25,Mauritania,21.0079,10.9408,0,Mauritania,0.0,
4346,2020-02-26,Mauritania,21.0079,10.9408,0,Mauritania,0.0,
4498,2020-02-27,Mauritania,21.0079,10.9408,0,Mauritania,0.0,
4650,2020-02-28,Mauritania,21.0079,10.9408,0,Mauritania,0.0,
4802,2020-02-29,Mauritania,21.0079,10.9408,0,Mauritania,0.0,
6018,2020-03-01,Mauritania,21.0079,10.9408,0,Mauritania,0.0,
7386,2020-03-02,Mauritania,21.0079,10.9408,0,Mauritania,0.0,
7538,2020-03-03,Mauritania,21.0079,10.9408,0,Mauritania,0.0,
7690,2020-03-04,Mauritania,21.0079,10.9408,0,Mauritania,0.0,
7842,2020-03-05,Mauritania,21.0079,10.9408,0,Mauritania,0.0,
7994,2020-03-06,Mauritania,21.0079,10.9408,0,Mauritania,0.0,
8146,2020-03-07,Mauritania,21.0079,10.9408,0,Mauritania,-2.0,-1.0
8298,2020-03-08,Mauritania,21.0079,10.9408,0,Mauritania,-2.0,-1.0
8450,2020-03-09,Mauritania,21.0079,10.9408,0,Mauritania,-2.0,-1.0
6170,2020-03-10,Mauritania,21.0079,10.9408,0,Mauritania,-2.0,-1.0
6322,2020-03-11,Mauritania,21.0079,10.9408,0,Mauritania,-3.0,-1.0
6474,2020-03-12,Mauritania,21.0079,10.9408,0,Mauritania,-3.0,-1.0
6626,2020-03-13,Mauritania,21.0079,10.9408,0,Mauritania,-3.0,-1.0
6778,2020-03-14,Mauritania,21.0079,10.9408,1,Mauritania,-8.0,-0.8888888888888888
6930,2020-03-15,Mauritania,21.0079,10.9408,1,Mauritania,-8.0,-0.8888888888888888
7082,2020-03-16,Mauritania,21.0079,10.9408,1,Mauritania,-14.0,-0.9333333333333333
7234,2020-03-17,Mauritania,21.0079,10.9408,1,Mauritania,-15.0,-0.9375
91,2020-01-22,Mexico,23.6345,-102.5528,0,Mexico,0.0,
243,2020-01-23,Mexico,23.6345,-102.5528,0,Mexico,0.0,
395,2020-01-24,Mexico,23.6345,-102.5528,0,Mexico,0.0,
547,2020-01-25,Mexico,23.6345,-102.5528,0,Mexico,0.0,
699,2020-01-26,Mexico,23.6345,-102.5528,0,Mexico,0.0,
851,2020-01-27,Mexico,23.6345,-102.5528,0,Mexico,0.0,
1003,2020-01-28,Mexico,23.6345,-102.5528,0,Mexico,0.0,
1155,2020-01-29,Mexico,23.6345,-102.5528,0,Mexico,0.0,
1307,2020-01-30,Mexico,23.6345,-102.5528,0,Mexico,0.0,
1459,2020-01-31,Mexico,23.6345,-102.5528,0,Mexico,0.0,
1611,2020-02-01,Mexico,23.6345,-102.5528,0,Mexico,0.0,
3283,2020-02-02,Mexico,23.6345,-102.5528,0,Mexico,0.0,
4955,2020-02-03,Mexico,23.6345,-102.5528,0,Mexico,0.0,
5107,2020-02-04,Mexico,23.6345,-102.5528,0,Mexico,0.0,
5259,2020-02-05,Mexico,23.6345,-102.5528,0,Mexico,0.0,
5411,2020-02-06,Mexico,23.6345,-102.5528,0,Mexico,0.0,
5563,2020-02-07,Mexico,23.6345,-102.5528,0,Mexico,0.0,
5715,2020-02-08,Mexico,23.6345,-102.5528,0,Mexico,0.0,
5867,2020-02-09,Mexico,23.6345,-102.5528,0,Mexico,0.0,
1763,2020-02-10,Mexico,23.6345,-102.5528,0,Mexico,0.0,
1915,2020-02-11,Mexico,23.6345,-102.5528,0,Mexico,0.0,
2067,2020-02-12,Mexico,23.6345,-102.5528,0,Mexico,0.0,
2219,2020-02-13,Mexico,23.6345,-102.5528,0,Mexico,0.0,
2371,2020-02-14,Mexico,23.6345,-102.5528,0,Mexico,0.0,
2523,2020-02-15,Mexico,23.6345,-102.5528,0,Mexico,0.0,
2675,2020-02-16,Mexico,23.6345,-102.5528,0,Mexico,0.0,
2827,2020-02-17,Mexico,23.6345,-102.5528,0,Mexico,0.0,
2979,2020-02-18,Mexico,23.6345,-102.5528,0,Mexico,0.0,
3131,2020-02-19,Mexico,23.6345,-102.5528,0,Mexico,0.0,
3435,2020-02-20,Mexico,23.6345,-102.5528,0,Mexico,0.0,
3587,2020-02-21,Mexico,23.6345,-102.5528,0,Mexico,0.0,
3739,2020-02-22,Mexico,23.6345,-102.5528,0,Mexico,0.0,
3891,2020-02-23,Mexico,23.6345,-102.5528,0,Mexico,0.0,
4043,2020-02-24,Mexico,23.6345,-102.5528,0,Mexico,0.0,
4195,2020-02-25,Mexico,23.6345,-102.5528,0,Mexico,0.0,
4347,2020-02-26,Mexico,23.6345,-102.5528,0,Mexico,0.0,
4499,2020-02-27,Mexico,23.6345,-102.5528,0,Mexico,0.0,
4651,2020-02-28,Mexico,23.6345,-102.5528,1,Mexico,1.0,inf
4803,2020-02-29,Mexico,23.6345,-102.5528,4,Mexico,4.0,inf
6019,2020-03-01,Mexico,23.6345,-102.5528,5,Mexico,5.0,inf
7387,2020-03-02,Mexico,23.6345,-102.5528,5,Mexico,5.0,inf
7539,2020-03-03,Mexico,23.6345,-102.5528,5,Mexico,5.0,inf
7691,2020-03-04,Mexico,23.6345,-102.5528,5,Mexico,5.0,inf
7843,2020-03-05,Mexico,23.6345,-102.5528,5,Mexico,5.0,inf
7995,2020-03-06,Mexico,23.6345,-102.5528,6,Mexico,6.0,inf
8147,2020-03-07,Mexico,23.6345,-102.5528,6,Mexico,6.0,inf
8299,2020-03-08,Mexico,23.6345,-102.5528,7,Mexico,7.0,inf
8451,2020-03-09,Mexico,23.6345,-102.5528,7,Mexico,7.0,inf
6171,2020-03-10,Mexico,23.6345,-102.5528,7,Mexico,7.0,inf
6323,2020-03-11,Mexico,23.6345,-102.5528,8,Mexico,8.0,inf
6475,2020-03-12,Mexico,23.6345,-102.5528,12,Mexico,12.0,inf
6627,2020-03-13,Mexico,23.6345,-102.5528,12,Mexico,12.0,inf
6779,2020-03-14,Mexico,23.6345,-102.5528,26,Mexico,25.0,25.0
6931,2020-03-15,Mexico,23.6345,-102.5528,41,Mexico,40.0,40.0
7083,2020-03-16,Mexico,23.6345,-102.5528,53,Mexico,52.0,52.0
7235,2020-03-17,Mexico,23.6345,-102.5528,82,Mexico,81.0,81.0
92,2020-01-22,Moldova,47.4116,28.3699,0,Moldova,0.0,
244,2020-01-23,Moldova,47.4116,28.3699,0,Moldova,0.0,
396,2020-01-24,Moldova,47.4116,28.3699,0,Moldova,0.0,
548,2020-01-25,Moldova,47.4116,28.3699,0,Moldova,0.0,
700,2020-01-26,Moldova,47.4116,28.3699,0,Moldova,0.0,
852,2020-01-27,Moldova,47.4116,28.3699,0,Moldova,0.0,
1004,2020-01-28,Moldova,47.4116,28.3699,0,Moldova,0.0,
1156,2020-01-29,Moldova,47.4116,28.3699,0,Moldova,0.0,
1308,2020-01-30,Moldova,47.4116,28.3699,0,Moldova,0.0,
1460,2020-01-31,Moldova,47.4116,28.3699,0,Moldova,0.0,
1612,2020-02-01,Moldova,47.4116,28.3699,0,Moldova,0.0,
3284,2020-02-02,Moldova,47.4116,28.3699,0,Moldova,0.0,
4956,2020-02-03,Moldova,47.4116,28.3699,0,Moldova,0.0,
5108,2020-02-04,Moldova,47.4116,28.3699,0,Moldova,0.0,
5260,2020-02-05,Moldova,47.4116,28.3699,0,Moldova,0.0,
5412,2020-02-06,Moldova,47.4116,28.3699,0,Moldova,0.0,
5564,2020-02-07,Moldova,47.4116,28.3699,0,Moldova,0.0,
5716,2020-02-08,Moldova,47.4116,28.3699,0,Moldova,0.0,
5868,2020-02-09,Moldova,47.4116,28.3699,0,Moldova,0.0,
1764,2020-02-10,Moldova,47.4116,28.3699,0,Moldova,0.0,
1916,2020-02-11,Moldova,47.4116,28.3699,0,Moldova,0.0,
2068,2020-02-12,Moldova,47.4116,28.3699,0,Moldova,0.0,
2220,2020-02-13,Moldova,47.4116,28.3699,0,Moldova,0.0,
2372,2020-02-14,Moldova,47.4116,28.3699,0,Moldova,0.0,
2524,2020-02-15,Moldova,47.4116,28.3699,0,Moldova,0.0,
2676,2020-02-16,Moldova,47.4116,28.3699,0,Moldova,0.0,
2828,2020-02-17,Moldova,47.4116,28.3699,0,Moldova,0.0,
2980,2020-02-18,Moldova,47.4116,28.3699,0,Moldova,0.0,
3132,2020-02-19,Moldova,47.4116,28.3699,0,Moldova,0.0,
3436,2020-02-20,Moldova,47.4116,28.3699,0,Moldova,0.0,
3588,2020-02-21,Moldova,47.4116,28.3699,0,Moldova,0.0,
3740,2020-02-22,Moldova,47.4116,28.3699,0,Moldova,0.0,
3892,2020-02-23,Moldova,47.4116,28.3699,0,Moldova,0.0,
4044,2020-02-24,Moldova,47.4116,28.3699,0,Moldova,0.0,
4196,2020-02-25,Moldova,47.4116,28.3699,0,Moldova,0.0,
4348,2020-02-26,Moldova,47.4116,28.3699,0,Moldova,0.0,
4500,2020-02-27,Moldova,47.4116,28.3699,0,Moldova,0.0,
4652,2020-02-28,Moldova,47.4116,28.3699,0,Moldova,-1.0,-1.0
4804,2020-02-29,Moldova,47.4116,28.3699,0,Moldova,-4.0,-1.0
6020,2020-03-01,Moldova,47.4116,28.3699,0,Moldova,-5.0,-1.0
7388,2020-03-02,Moldova,47.4116,28.3699,0,Moldova,-5.0,-1.0
7540,2020-03-03,Moldova,47.4116,28.3699,0,Moldova,-5.0,-1.0
7692,2020-03-04,Moldova,47.4116,28.3699,0,Moldova,-5.0,-1.0
7844,2020-03-05,Moldova,47.4116,28.3699,0,Moldova,-5.0,-1.0
7996,2020-03-06,Moldova,47.4116,28.3699,0,Moldova,-6.0,-1.0
8148,2020-03-07,Moldova,47.4116,28.3699,0,Moldova,-6.0,-1.0
8300,2020-03-08,Moldova,47.4116,28.3699,1,Moldova,-6.0,-0.8571428571428571
8452,2020-03-09,Moldova,47.4116,28.3699,1,Moldova,-6.0,-0.8571428571428571
6172,2020-03-10,Moldova,47.4116,28.3699,3,Moldova,-4.0,-0.5714285714285714
6324,2020-03-11,Moldova,47.4116,28.3699,3,Moldova,-5.0,-0.625
6476,2020-03-12,Moldova,47.4116,28.3699,3,Moldova,-9.0,-0.75
6628,2020-03-13,Moldova,47.4116,28.3699,6,Moldova,-6.0,-0.5
6780,2020-03-14,Moldova,47.4116,28.3699,12,Moldova,-14.0,-0.5384615384615384
6932,2020-03-15,Moldova,47.4116,28.3699,23,Moldova,-18.0,-0.43902439024390244
7084,2020-03-16,Moldova,47.4116,28.3699,23,Moldova,-30.0,-0.5660377358490566
7236,2020-03-17,Moldova,47.4116,28.3699,30,Moldova,-52.0,-0.6341463414634146
93,2020-01-22,Monaco,43.7333,7.4167,0,Monaco,0.0,
245,2020-01-23,Monaco,43.7333,7.4167,0,Monaco,0.0,
397,2020-01-24,Monaco,43.7333,7.4167,0,Monaco,0.0,
549,2020-01-25,Monaco,43.7333,7.4167,0,Monaco,0.0,
701,2020-01-26,Monaco,43.7333,7.4167,0,Monaco,0.0,
853,2020-01-27,Monaco,43.7333,7.4167,0,Monaco,0.0,
1005,2020-01-28,Monaco,43.7333,7.4167,0,Monaco,0.0,
1157,2020-01-29,Monaco,43.7333,7.4167,0,Monaco,0.0,
1309,2020-01-30,Monaco,43.7333,7.4167,0,Monaco,0.0,
1461,2020-01-31,Monaco,43.7333,7.4167,0,Monaco,0.0,
1613,2020-02-01,Monaco,43.7333,7.4167,0,Monaco,0.0,
3285,2020-02-02,Monaco,43.7333,7.4167,0,Monaco,0.0,
4957,2020-02-03,Monaco,43.7333,7.4167,0,Monaco,0.0,
5109,2020-02-04,Monaco,43.7333,7.4167,0,Monaco,0.0,
5261,2020-02-05,Monaco,43.7333,7.4167,0,Monaco,0.0,
5413,2020-02-06,Monaco,43.7333,7.4167,0,Monaco,0.0,
5565,2020-02-07,Monaco,43.7333,7.4167,0,Monaco,0.0,
5717,2020-02-08,Monaco,43.7333,7.4167,0,Monaco,0.0,
5869,2020-02-09,Monaco,43.7333,7.4167,0,Monaco,0.0,
1765,2020-02-10,Monaco,43.7333,7.4167,0,Monaco,0.0,
1917,2020-02-11,Monaco,43.7333,7.4167,0,Monaco,0.0,
2069,2020-02-12,Monaco,43.7333,7.4167,0,Monaco,0.0,
2221,2020-02-13,Monaco,43.7333,7.4167,0,Monaco,0.0,
2373,2020-02-14,Monaco,43.7333,7.4167,0,Monaco,0.0,
2525,2020-02-15,Monaco,43.7333,7.4167,0,Monaco,0.0,
2677,2020-02-16,Monaco,43.7333,7.4167,0,Monaco,0.0,
2829,2020-02-17,Monaco,43.7333,7.4167,0,Monaco,0.0,
2981,2020-02-18,Monaco,43.7333,7.4167,0,Monaco,0.0,
3133,2020-02-19,Monaco,43.7333,7.4167,0,Monaco,0.0,
3437,2020-02-20,Monaco,43.7333,7.4167,0,Monaco,0.0,
3589,2020-02-21,Monaco,43.7333,7.4167,0,Monaco,0.0,
3741,2020-02-22,Monaco,43.7333,7.4167,0,Monaco,0.0,
3893,2020-02-23,Monaco,43.7333,7.4167,0,Monaco,0.0,
4045,2020-02-24,Monaco,43.7333,7.4167,0,Monaco,0.0,
4197,2020-02-25,Monaco,43.7333,7.4167,0,Monaco,0.0,
4349,2020-02-26,Monaco,43.7333,7.4167,0,Monaco,0.0,
4501,2020-02-27,Monaco,43.7333,7.4167,0,Monaco,0.0,
4653,2020-02-28,Monaco,43.7333,7.4167,0,Monaco,0.0,
4805,2020-02-29,Monaco,43.7333,7.4167,1,Monaco,1.0,inf
6021,2020-03-01,Monaco,43.7333,7.4167,1,Monaco,1.0,inf
7389,2020-03-02,Monaco,43.7333,7.4167,1,Monaco,1.0,inf
7541,2020-03-03,Monaco,43.7333,7.4167,1,Monaco,1.0,inf
7693,2020-03-04,Monaco,43.7333,7.4167,1,Monaco,1.0,inf
7845,2020-03-05,Monaco,43.7333,7.4167,1,Monaco,1.0,inf
7997,2020-03-06,Monaco,43.7333,7.4167,1,Monaco,1.0,inf
8149,2020-03-07,Monaco,43.7333,7.4167,1,Monaco,1.0,inf
8301,2020-03-08,Monaco,43.7333,7.4167,1,Monaco,0.0,0.0
8453,2020-03-09,Monaco,43.7333,7.4167,1,Monaco,0.0,0.0
6173,2020-03-10,Monaco,43.7333,7.4167,1,Monaco,-2.0,-0.6666666666666666
6325,2020-03-11,Monaco,43.7333,7.4167,1,Monaco,-2.0,-0.6666666666666666
6477,2020-03-12,Monaco,43.7333,7.4167,2,Monaco,-1.0,-0.3333333333333333
6629,2020-03-13,Monaco,43.7333,7.4167,2,Monaco,-4.0,-0.6666666666666666
6781,2020-03-14,Monaco,43.7333,7.4167,2,Monaco,-10.0,-0.8333333333333334
6933,2020-03-15,Monaco,43.7333,7.4167,2,Monaco,-21.0,-0.9130434782608695
7085,2020-03-16,Monaco,43.7333,7.4167,7,Monaco,-16.0,-0.6956521739130435
7237,2020-03-17,Monaco,43.7333,7.4167,7,Monaco,-23.0,-0.7666666666666667
94,2020-01-22,Mongolia,46.8625,103.8467,0,Mongolia,0.0,
246,2020-01-23,Mongolia,46.8625,103.8467,0,Mongolia,0.0,
398,2020-01-24,Mongolia,46.8625,103.8467,0,Mongolia,0.0,
550,2020-01-25,Mongolia,46.8625,103.8467,0,Mongolia,0.0,
702,2020-01-26,Mongolia,46.8625,103.8467,0,Mongolia,0.0,
854,2020-01-27,Mongolia,46.8625,103.8467,0,Mongolia,0.0,
1006,2020-01-28,Mongolia,46.8625,103.8467,0,Mongolia,0.0,
1158,2020-01-29,Mongolia,46.8625,103.8467,0,Mongolia,0.0,
1310,2020-01-30,Mongolia,46.8625,103.8467,0,Mongolia,0.0,
1462,2020-01-31,Mongolia,46.8625,103.8467,0,Mongolia,0.0,
1614,2020-02-01,Mongolia,46.8625,103.8467,0,Mongolia,0.0,
3286,2020-02-02,Mongolia,46.8625,103.8467,0,Mongolia,0.0,
4958,2020-02-03,Mongolia,46.8625,103.8467,0,Mongolia,0.0,
5110,2020-02-04,Mongolia,46.8625,103.8467,0,Mongolia,0.0,
5262,2020-02-05,Mongolia,46.8625,103.8467,0,Mongolia,0.0,
5414,2020-02-06,Mongolia,46.8625,103.8467,0,Mongolia,0.0,
5566,2020-02-07,Mongolia,46.8625,103.8467,0,Mongolia,0.0,
5718,2020-02-08,Mongolia,46.8625,103.8467,0,Mongolia,0.0,
5870,2020-02-09,Mongolia,46.8625,103.8467,0,Mongolia,0.0,
1766,2020-02-10,Mongolia,46.8625,103.8467,0,Mongolia,0.0,
1918,2020-02-11,Mongolia,46.8625,103.8467,0,Mongolia,0.0,
2070,2020-02-12,Mongolia,46.8625,103.8467,0,Mongolia,0.0,
2222,2020-02-13,Mongolia,46.8625,103.8467,0,Mongolia,0.0,
2374,2020-02-14,Mongolia,46.8625,103.8467,0,Mongolia,0.0,
2526,2020-02-15,Mongolia,46.8625,103.8467,0,Mongolia,0.0,
2678,2020-02-16,Mongolia,46.8625,103.8467,0,Mongolia,0.0,
2830,2020-02-17,Mongolia,46.8625,103.8467,0,Mongolia,0.0,
2982,2020-02-18,Mongolia,46.8625,103.8467,0,Mongolia,0.0,
3134,2020-02-19,Mongolia,46.8625,103.8467,0,Mongolia,0.0,
3438,2020-02-20,Mongolia,46.8625,103.8467,0,Mongolia,0.0,
3590,2020-02-21,Mongolia,46.8625,103.8467,0,Mongolia,0.0,
3742,2020-02-22,Mongolia,46.8625,103.8467,0,Mongolia,0.0,
3894,2020-02-23,Mongolia,46.8625,103.8467,0,Mongolia,0.0,
4046,2020-02-24,Mongolia,46.8625,103.8467,0,Mongolia,0.0,
4198,2020-02-25,Mongolia,46.8625,103.8467,0,Mongolia,0.0,
4350,2020-02-26,Mongolia,46.8625,103.8467,0,Mongolia,0.0,
4502,2020-02-27,Mongolia,46.8625,103.8467,0,Mongolia,0.0,
4654,2020-02-28,Mongolia,46.8625,103.8467,0,Mongolia,0.0,
4806,2020-02-29,Mongolia,46.8625,103.8467,0,Mongolia,-1.0,-1.0
6022,2020-03-01,Mongolia,46.8625,103.8467,0,Mongolia,-1.0,-1.0
7390,2020-03-02,Mongolia,46.8625,103.8467,0,Mongolia,-1.0,-1.0
7542,2020-03-03,Mongolia,46.8625,103.8467,0,Mongolia,-1.0,-1.0
7694,2020-03-04,Mongolia,46.8625,103.8467,0,Mongolia,-1.0,-1.0
7846,2020-03-05,Mongolia,46.8625,103.8467,0,Mongolia,-1.0,-1.0
7998,2020-03-06,Mongolia,46.8625,103.8467,0,Mongolia,-1.0,-1.0
8150,2020-03-07,Mongolia,46.8625,103.8467,0,Mongolia,-1.0,-1.0
8302,2020-03-08,Mongolia,46.8625,103.8467,0,Mongolia,-1.0,-1.0
8454,2020-03-09,Mongolia,46.8625,103.8467,0,Mongolia,-1.0,-1.0
6174,2020-03-10,Mongolia,46.8625,103.8467,1,Mongolia,0.0,0.0
6326,2020-03-11,Mongolia,46.8625,103.8467,1,Mongolia,0.0,0.0
6478,2020-03-12,Mongolia,46.8625,103.8467,1,Mongolia,-1.0,-0.5
6630,2020-03-13,Mongolia,46.8625,103.8467,1,Mongolia,-1.0,-0.5
6782,2020-03-14,Mongolia,46.8625,103.8467,1,Mongolia,-1.0,-0.5
6934,2020-03-15,Mongolia,46.8625,103.8467,1,Mongolia,-1.0,-0.5
7086,2020-03-16,Mongolia,46.8625,103.8467,1,Mongolia,-6.0,-0.8571428571428571
7238,2020-03-17,Mongolia,46.8625,103.8467,5,Mongolia,-2.0,-0.2857142857142857
95,2020-01-22,Montenegro,42.5,19.3,0,Montenegro,0.0,
247,2020-01-23,Montenegro,42.5,19.3,0,Montenegro,0.0,
399,2020-01-24,Montenegro,42.5,19.3,0,Montenegro,0.0,
551,2020-01-25,Montenegro,42.5,19.3,0,Montenegro,0.0,
703,2020-01-26,Montenegro,42.5,19.3,0,Montenegro,0.0,
855,2020-01-27,Montenegro,42.5,19.3,0,Montenegro,0.0,
1007,2020-01-28,Montenegro,42.5,19.3,0,Montenegro,0.0,
1159,2020-01-29,Montenegro,42.5,19.3,0,Montenegro,0.0,
1311,2020-01-30,Montenegro,42.5,19.3,0,Montenegro,0.0,
1463,2020-01-31,Montenegro,42.5,19.3,0,Montenegro,0.0,
1615,2020-02-01,Montenegro,42.5,19.3,0,Montenegro,0.0,
3287,2020-02-02,Montenegro,42.5,19.3,0,Montenegro,0.0,
4959,2020-02-03,Montenegro,42.5,19.3,0,Montenegro,0.0,
5111,2020-02-04,Montenegro,42.5,19.3,0,Montenegro,0.0,
5263,2020-02-05,Montenegro,42.5,19.3,0,Montenegro,0.0,
5415,2020-02-06,Montenegro,42.5,19.3,0,Montenegro,0.0,
5567,2020-02-07,Montenegro,42.5,19.3,0,Montenegro,0.0,
5719,2020-02-08,Montenegro,42.5,19.3,0,Montenegro,0.0,
5871,2020-02-09,Montenegro,42.5,19.3,0,Montenegro,0.0,
1767,2020-02-10,Montenegro,42.5,19.3,0,Montenegro,0.0,
1919,2020-02-11,Montenegro,42.5,19.3,0,Montenegro,0.0,
2071,2020-02-12,Montenegro,42.5,19.3,0,Montenegro,0.0,
2223,2020-02-13,Montenegro,42.5,19.3,0,Montenegro,0.0,
2375,2020-02-14,Montenegro,42.5,19.3,0,Montenegro,0.0,
2527,2020-02-15,Montenegro,42.5,19.3,0,Montenegro,0.0,
2679,2020-02-16,Montenegro,42.5,19.3,0,Montenegro,0.0,
2831,2020-02-17,Montenegro,42.5,19.3,0,Montenegro,0.0,
2983,2020-02-18,Montenegro,42.5,19.3,0,Montenegro,0.0,
3135,2020-02-19,Montenegro,42.5,19.3,0,Montenegro,0.0,
3439,2020-02-20,Montenegro,42.5,19.3,0,Montenegro,0.0,
3591,2020-02-21,Montenegro,42.5,19.3,0,Montenegro,0.0,
3743,2020-02-22,Montenegro,42.5,19.3,0,Montenegro,0.0,
3895,2020-02-23,Montenegro,42.5,19.3,0,Montenegro,0.0,
4047,2020-02-24,Montenegro,42.5,19.3,0,Montenegro,0.0,
4199,2020-02-25,Montenegro,42.5,19.3,0,Montenegro,0.0,
